total_packet_rate,total_byte_rate,avg_packet_size,udp_rate,udp_to_total_ratio,unique_source_ips,label
130.0,8549.0,65.76153846153846,65.5,0.5038461538461538,4,1
129.0,8458.0,65.56589147286822,65.0,0.5038759689922481,4,1
134.5,8904.0,66.20074349442379,67.0,0.49814126394052044,5,1
135.0,8905.0,65.96296296296296,66.5,0.4925925925925926,5,1
128.0,8326.0,65.046875,63.5,0.49609375,4,1
126.0,8190.0,65.0,63.0,0.5,2,1
132.0,8607.0,65.20454545454545,63.0,0.4772727272727273,7,1
136.5,9088.0,66.57875457875458,68.0,0.4981684981684982,5,1
132.0,8725.0,66.09848484848484,66.5,0.5037878787878788,4,1
128.0,8373.0,65.4140625,64.5,0.50390625,4,1
132.0,8715.0,66.02272727272727,66.5,0.5037878787878788,4,1
131.5,8690.0,66.08365019011407,66.5,0.5057034220532319,4,1
133.0,8729.0,65.63157894736842,65.5,0.4924812030075188,5,1
135.0,8875.0,65.74074074074075,65.0,0.48148148148148145,9,1
137.0,9025.0,65.87591240875912,66.5,0.4854014598540146,6,1
128.5,8516.5,66.27626459143968,64.0,0.4980544747081712,5,1
127.0,8255.0,65.0,63.5,0.5,2,1
132.0,8720.0,66.06060606060606,66.0,0.5,4,1
129.5,8514.0,65.74517374517374,65.5,0.5057915057915058,4,1
131.0,8660.0,66.10687022900764,66.0,0.5038167938931297,4,1
131.0,8660.0,66.10687022900764,66.0,0.5038167938931297,4,1
139.0,9912.0,71.30935251798562,67.0,0.48201438848920863,9,1
134.0,8985.5,67.05597014925372,66.5,0.4962686567164179,5,1
132.0,8725.0,66.09848484848484,66.5,0.5037878787878788,4,1
131.5,8876.0,67.49809885931559,67.0,0.5095057034220533,4,1
132.0,9112.0,69.03030303030303,68.0,0.5151515151515151,4,1
127.5,8517.0,66.8,64.5,0.5058823529411764,2,1
126.0,8190.0,65.0,63.0,0.5,2,1
137.5,9189.0,66.82909090909091,67.5,0.4909090909090909,8,1
128.5,8408.0,65.43190661478599,64.5,0.5019455252918288,4,1
131.0,8645.0,65.99236641221374,66.5,0.5076335877862596,4,1
132.0,8725.0,66.09848484848484,66.5,0.5037878787878788,4,1
130.5,8592.0,65.83908045977012,65.5,0.5019157088122606,4,1
133.5,8728.0,65.37827715355806,65.0,0.4868913857677903,5,1
133.5,8815.0,66.02996254681648,66.5,0.49812734082397003,5,1
132.5,8896.0,67.13962264150943,67.0,0.5056603773584906,4,1
132.0,8639.0,65.4469696969697,64.0,0.48484848484848486,9,1
127.0,8396.0,66.11023622047244,63.5,0.5,3,1
125.5,8155.0,64.9800796812749,63.0,0.50199203187251,2,1
135.0,8998.0,66.65185185185184,68.0,0.5037037037037037,4,1
132.5,8896.0,67.13962264150943,67.0,0.5056603773584906,4,1
128.0,8373.0,65.4140625,64.5,0.50390625,4,1
133.0,8770.0,65.93984962406014,66.5,0.5,5,1
138.0,9142.0,66.2463768115942,66.5,0.48188405797101447,9,1
131.5,8639.0,65.69581749049429,65.5,0.49809885931558934,5,1
129.0,8458.0,65.56589147286822,65.0,0.5038759689922481,4,1
132.5,8760.0,66.11320754716981,66.5,0.5018867924528302,4,1
127.0,8426.5,66.35039370078741,64.0,0.5039370078740157,4,1
126.0,8190.0,65.0,63.0,0.5,2,1
132.5,8886.0,67.06415094339623,67.0,0.5056603773584906,4,1
130.0,8549.0,65.76153846153846,65.5,0.5038461538461538,4,1
136.0,9027.0,66.375,67.0,0.49264705882352944,8,1
133.5,8815.0,66.02996254681648,66.5,0.49812734082397003,5,1
131.0,8553.0,65.29007633587786,64.5,0.49236641221374045,5,1
149.0,10383.5,69.68791946308725,75.5,0.5067114093959731,4,1
152.0,10523.0,69.23026315789474,77.5,0.5098684210526315,4,1
140.0,9437.0,67.40714285714286,71.5,0.5107142857142857,4,1
128.5,8423.0,65.54863813229572,65.0,0.5058365758754864,4,1
133.5,8971.5,67.20224719101124,64.5,0.48314606741573035,7,1
146.0,9878.0,67.65753424657534,71.5,0.4897260273972603,6,1
140.5,9406.0,66.94661921708185,69.5,0.49466192170818507,5,1
142.0,9524.0,67.07042253521126,70.0,0.49295774647887325,5,1
143.0,9701.0,67.83916083916084,72.5,0.506993006993007,4,1
132.5,8771.0,66.19622641509434,67.0,0.5056603773584906,4,1
148.0,10284.0,69.48648648648648,74.5,0.5033783783783784,4,1
131.0,8636.0,65.92366412213741,66.0,0.5038167938931297,4,1
139.5,9232.0,66.17921146953405,66.5,0.4767025089605735,9,1
128.0,8493.0,66.3515625,64.0,0.5,4,1
127.0,8276.0,65.16535433070867,63.0,0.49606299212598426,3,1
133.5,8818.0,66.05243445692884,66.0,0.4943820224719101,5,1
134.0,8815.0,65.78358208955224,65.5,0.48880597014925375,5,1
135.0,9072.0,67.2,67.0,0.4962962962962963,5,1
132.5,8768.0,66.17358490566038,66.5,0.5018867924528302,4,1
135.0,8876.0,65.74814814814815,64.5,0.4777777777777778,9,1
135.5,8946.0,66.02214022140221,66.5,0.4907749077490775,6,1
124.5,8233.0,66.1285140562249,60.5,0.4859437751004016,5,1
12.0,880.0,73.33333333333333,4.5,0.375,6,1
67.0,4449.0,66.40298507462687,33.5,0.5,4,1
63.5,4266.0,67.18110236220473,32.0,0.5039370078740157,3,1
65.0,4375.5,67.31538461538462,32.0,0.49230769230769234,4,1
75.5,5118.0,67.78807947019868,36.5,0.48344370860927155,5,1
81.5,6208.0,76.1717791411043,37.5,0.4601226993865031,10,1
68.5,4539.0,66.26277372262774,33.5,0.48905109489051096,5,1
73.5,7189.0,97.80952380952381,37.0,0.5034013605442177,4,1
72.0,6024.0,83.66666666666667,37.0,0.5138888888888888,4,1
68.0,5549.0,81.6029411764706,36.0,0.5294117647058824,4,1
72.0,5855.5,81.32638888888889,37.5,0.5208333333333334,4,1
72.5,4943.0,68.17931034482758,37.0,0.5103448275862069,4,1
70.0,4692.0,67.02857142857142,34.5,0.4928571428571429,8,1
63.0,4095.0,65.0,31.5,0.5,2,1
63.5,4138.0,65.16535433070867,31.5,0.49606299212598426,3,1
82.0,5797.0,70.6951219512195,41.5,0.5060975609756098,4,1
69.5,4676.0,67.28057553956835,35.5,0.5107913669064749,4,1
65.0,4278.0,65.81538461538462,33.0,0.5076923076923077,4,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
72.0,4867.0,67.59722222222223,35.0,0.4861111111111111,8,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
66.0,4363.0,66.10606060606061,33.5,0.5075757575757576,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
63.5,4141.0,65.21259842519684,32.0,0.5039370078740157,3,1
63.0,4095.0,65.0,31.5,0.5,2,1
68.5,4590.0,67.00729927007299,34.5,0.5036496350364964,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
72.0,4867.0,67.59722222222223,35.0,0.4861111111111111,8,1
71.0,4750.0,66.90140845070422,35.0,0.49295774647887325,6,1
65.0,4278.0,65.81538461538462,33.0,0.5076923076923077,4,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
69.5,6846.0,98.50359712230215,35.0,0.5035971223021583,4,1
67.5,5230.5,77.4888888888889,32.5,0.48148148148148145,8,1
64.0,4803.0,75.046875,32.0,0.5,4,1
76.0,5791.0,76.19736842105263,37.0,0.4868421052631579,5,1
69.0,4893.0,70.91304347826087,34.5,0.5,5,1
67.5,4453.0,65.97037037037038,33.5,0.4962962962962963,5,1
73.5,4900.0,66.66666666666667,35.0,0.47619047619047616,6,1
73.5,4900.0,66.66666666666667,35.0,0.47619047619047616,6,1
68.0,4458.0,65.55882352941177,33.0,0.4852941176470588,5,1
76.5,5282.5,69.05228758169935,35.5,0.46405228758169936,10,1
70.5,4720.0,66.95035460992908,35.0,0.49645390070921985,5,1
63.5,4141.0,65.21259842519684,32.0,0.5039370078740157,3,1
63.0,4095.0,65.0,31.5,0.5,2,1
65.0,4228.0,65.04615384615384,31.5,0.4846153846153846,4,1
75.5,5129.0,67.93377483443709,37.0,0.4900662251655629,5,1
71.5,4780.0,66.85314685314685,34.5,0.4825174825174825,5,1
71.0,4679.0,65.90140845070422,33.0,0.4647887323943662,9,1
73.5,4885.0,66.4625850340136,35.0,0.47619047619047616,6,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
63.0,4095.0,65.0,31.5,0.5,2,1
63.0,4095.0,65.0,31.5,0.5,2,1
76.0,5097.0,67.0657894736842,34.5,0.45394736842105265,9,1
71.0,4725.0,66.54929577464789,34.5,0.4859154929577465,5,1
70.0,4675.0,66.78571428571429,35.0,0.5,5,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
66.0,4363.0,66.10606060606061,33.5,0.5075757575757576,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
75.0,5047.0,67.29333333333334,35.0,0.4666666666666667,9,1
71.5,5464.0,76.41958041958041,35.5,0.4965034965034965,5,1
63.5,4285.5,67.48818897637796,32.0,0.5039370078740157,3,1
64.5,4185.0,64.88372093023256,31.5,0.4883720930232558,3,1
78.0,5737.0,73.55128205128206,39.5,0.5064102564102564,5,1
73.5,5374.0,73.1156462585034,38.0,0.5170068027210885,5,1
65.0,4278.0,65.81538461538462,33.0,0.5076923076923077,4,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
74.0,4987.0,67.39189189189189,35.0,0.47297297297297297,10,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
66.5,4553.5,68.47368421052632,34.0,0.5112781954887218,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
64.0,4184.0,65.375,32.0,0.5,4,1
63.0,4095.0,65.0,31.5,0.5,2,1
69.5,4547.0,65.42446043165468,32.5,0.4676258992805755,5,1
76.5,5184.0,67.76470588235294,36.0,0.47058823529411764,9,1
70.5,4720.0,66.95035460992908,35.0,0.49645390070921985,5,1
70.0,4634.0,66.2,34.0,0.4857142857142857,5,1
67.5,4453.0,65.97037037037038,33.5,0.4962962962962963,5,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
72.0,4810.0,66.80555555555556,35.0,0.4861111111111111,5,1
71.0,4638.0,65.32394366197182,32.5,0.45774647887323944,6,1
72.5,4825.0,66.55172413793103,35.0,0.4827586206896552,6,1
70.0,4567.0,65.24285714285715,31.5,0.45,7,1
63.0,4095.0,65.0,31.5,0.5,2,1
72.5,4922.0,67.8896551724138,36.5,0.503448275862069,4,1
65.0,4278.0,65.81538461538462,33.0,0.5076923076923077,4,1
71.5,4765.0,66.64335664335664,35.0,0.48951048951048953,5,1
70.5,4720.0,66.95035460992908,35.0,0.49645390070921985,5,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
72.0,4780.0,66.38888888888889,33.5,0.4652777777777778,9,1
72.5,4840.0,66.75862068965517,35.0,0.4827586206896552,6,1
72.0,4810.0,66.80555555555556,35.0,0.4861111111111111,5,1
67.0,4367.0,65.17910447761194,32.5,0.48507462686567165,4,1
70.5,4822.5,68.40425531914893,33.0,0.46808510638297873,4,1
63.0,4095.0,65.0,31.5,0.5,2,1
72.0,4903.0,68.09722222222223,36.5,0.5069444444444444,4,1
73.5,4957.0,67.4421768707483,35.0,0.47619047619047616,9,1
68.0,4458.0,65.55882352941177,33.0,0.4852941176470588,5,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
69.0,4734.5,68.6159420289855,34.5,0.5,5,1
69.5,4586.0,65.98561151079137,33.5,0.48201438848920863,5,1
71.0,4766.0,67.12676056338029,35.5,0.5,5,1
63.0,4095.0,65.0,31.5,0.5,2,1
69.0,4512.0,65.3913043478261,31.5,0.45652173913043476,7,1
70.0,4680.0,66.85714285714286,34.5,0.4928571428571429,5,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
73.5,4900.0,66.66666666666667,35.0,0.47619047619047616,5,1
65.0,4278.0,65.81538461538462,33.0,0.5076923076923077,4,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
73.5,4957.0,67.4421768707483,34.5,0.46938775510204084,9,1
72.0,4754.0,66.02777777777777,34.0,0.4722222222222222,6,1
66.5,4388.0,65.98496240601504,33.5,0.5037593984962406,5,1
67.5,4365.0,64.66666666666667,31.5,0.4666666666666667,3,1
63.0,4095.0,65.0,31.5,0.5,2,1
72.0,4903.0,68.09722222222223,36.5,0.5069444444444444,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
66.0,4363.0,66.10606060606061,33.5,0.5075757575757576,4,1
77.5,5202.0,67.12258064516129,35.5,0.45806451612903226,9,1
75.0,5817.0,77.56,38.0,0.5066666666666667,4,1
68.0,4458.0,65.55882352941177,33.0,0.4852941176470588,5,1
73.0,5092.0,69.75342465753425,36.5,0.5,5,1
72.0,5284.0,73.38888888888889,38.0,0.5277777777777778,4,1
65.0,4468.0,68.73846153846154,33.5,0.5153846153846153,3,1
64.0,4320.5,67.5078125,32.0,0.5,3,1
65.5,4307.5,65.76335877862596,31.5,0.48091603053435117,7,1
73.0,4973.5,68.13013698630137,37.0,0.5068493150684932,4,1
68.5,4595.0,67.08029197080292,35.0,0.5109489051094891,4,1
64.5,4232.0,65.6124031007752,32.5,0.5038759689922481,4,1
68.5,4585.0,66.93430656934306,35.0,0.5109489051094891,4,1
69.5,4673.0,67.23741007194245,35.0,0.5035971223021583,4,1
67.5,4644.5,68.80740740740741,34.5,0.5111111111111111,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
73.5,4942.0,67.23809523809524,35.0,0.47619047619047616,10,1
63.0,4095.0,65.0,31.5,0.5,2,1
63.0,4095.0,65.0,31.5,0.5,2,1
68.5,4590.0,67.00729927007299,34.5,0.5036496350364964,4,1
67.0,4464.5,66.63432835820896,34.0,0.5074626865671642,4,1
69.5,4665.5,67.12949640287769,35.5,0.5107913669064749,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
67.5,4469.0,66.2074074074074,32.5,0.48148148148148145,8,1
70.0,4949.5,70.70714285714286,36.5,0.5214285714285715,4,1
69.0,4630.0,67.10144927536231,35.0,0.5072463768115942,4,1
67.0,4454.0,66.4776119402985,34.0,0.5074626865671642,4,1
71.5,4698.0,65.7062937062937,34.0,0.4755244755244755,5,1
66.0,4275.0,64.77272727272727,31.5,0.4772727272727273,3,1
